	BunchCurrent	eigvals_re	eigvals_im	Qp	FinalBunchLength	BunchLength
133	0.0012	-0.006354107601549181	-8.792298991682519e-11	0.30000000000000004		9e-12
134	0.0012	0.006353891793220371	-8.716292569651712e-11	0.30000000000000004		9e-12
135	0.0012	-0.0021180025192090216	-7.278175979771011e-11	0.30000000000000004		9e-12
136	0.0012	0.0021179972720738907	-7.260860413728787e-11	0.30000000000000004		9e-12
137	0.0012	-0.004236008895547984	-5.45836921528839e-11	0.30000000000000004		9e-12
138	0.0012	0.004235990688324912	-5.445178007276752e-11	0.30000000000000004		9e-12
139	0.0012	-0.0063540037779392655	-9.370067092290335e-12	0.30000000000000004		9e-12
140	0.0012	0.006353995596096287	-9.354951846927896e-12	0.30000000000000004		9e-12
141	0.0012	-0.002118000096301342	-7.996022657247124e-12	0.30000000000000004		9e-12
142	0.0012	0.00211799969497192	-7.981678502944198e-12	0.30000000000000004		9e-12
143	0.0012	-5.709157989859111e-10	-5.810119025772104e-12	0.30000000000000004		9e-12
144	0.0012	-0.006354000103433726	-3.642032705922363e-12	0.30000000000000004		9e-12
145	0.0012	0.006353999270386717	-3.640724228806249e-12	0.30000000000000004		9e-12
146	0.0012	-0.004236000817427969	-2.6993025101864003e-12	0.30000000000000004		9e-12
147	0.0012	0.004235998765229376	-2.6841390871398826e-12	0.30000000000000004		9e-12
148	0.0012	-0.0042359998628243075	-6.980896113698956e-13	0.30000000000000004		9e-12
149	0.0012	0.004235999719721314	-6.967445846934495e-13	0.30000000000000004		9e-12
150	0.0012	-2.5992350241946518e-11	-4.0866330618147925e-13	0.30000000000000004		9e-12
151	0.0012	-0.0021179999043180867	-3.230742306104265e-13	0.30000000000000004		9e-12
152	0.0012	0.0021179998869516655	-3.223981191642483e-13	0.30000000000000004		9e-12
153	0.0012	-0.006353999713786429	-1.1409015970640265e-13	0.30000000000000004		9e-12
154	0.0012	0.006353999660022423	-1.1403409945682829e-13	0.30000000000000004		9e-12
